,features,label
1034,this critic welcom i sure hindu go charli hebdo offic kill peopl that big differ you andhbhkt slipperi dekh bro main toh apn dharm ko criticis krne wale ko support kia hai ki wo aur criticis kare issm andh bhakti wala baat kya hai aur tu manta hai andh bhkta toh apni chuda,HOF
2416,wtf nonsens go countri cm can't differenciet between person cultur law some might object rip jean gf bf relationship no late night parti but can't inforc indian make foolish law pollut control child whi pm silent alway,HOF
3532,agar pilot cockpit main cycl ka handl leke baitha ho toh hum kya karein gn cuti aur agar turbul may pilot bole sub passeng thali bajao phir us ko window se bahir phenkna banta hai abe chutiy tere desh ki haalat dekh pehl bhikari aa jaat hai kahi pe muh maarn,HOF
931,लो कह आसाराम बाप जेल निकाल भोल मासूम 😂 ineh bhi andar kar unk saath matter solv,NONE
5236,public fight covid pm fight elect in #bengal #mamatabanerje danger #coronavirus safeti need go,HOF
4619,look insensit piec shit if shit face man best resembl,HOF
633,proud hindus take shit whole new level if person clean shit garbag manhol road becom dalit impur untouch person clean bodi cow shit becom brahmin pure call upper cast in end shit garbag shit garbag hypocrisi best,HOF
3815,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm so tomorrow live telecast cabinet meet wb govt name transpar matlab kuch bhi bolna padega oppos karn ke liy,NONE
498,#नाथूराम गोडस अमर रह happi birthday legend 😎 madhavendra gauds acha ye chotiya aaj paida howa tha,HOF
1769,ok liber anti hindu so anti nation,NONE
415,the us govt help privat funder like direct fund state run popul control program india hundr thousand men women steril includ mani tribal lower cast women #arrestbillg so,NONE
2135,friend rememb one thing so call gandhi famili end day कौड़ के गंद नाल के कीड़ sahzad amp sahzadi never forget amp never forgiv the dynast get back देश याद रख होग अंग्रेज तलव चाट लेड माउंटबेटेन सिगरेट पिल आजाद नह मिल बल्क सावर मह क्रान्तिकारिय के बल वजह आजाद मिल है। yeh kab hua,NONE
3742,so delhi cm highlight acut oxygen shortag nation pm televis nation spoil record care orchestr pr exercis no apolog due hcm delhi answer due hon ble pm mam better silent appear fool speak confirm central govern sanction fund decemb setup oxygen plant delhi madarniya kejriw setup plant he busi give free wifi protestor,NONE
3483,our prayer #kanganaranaut get well soon dear #coronavirus नम्बर आएग,HOF
1614,supriya shrinat call sambit patra naali ka keeda even keeda ethic yes learnt ethic sonagachhi teach,NONE
757,ration countri bhakton mooh chupao sharm se😂😂😂 baklol sab #indiawithpalestin #bharatwithisrael irfan yr old stand diplomat advocaci chang rapid,NONE
1350,modi coward psycopath behav like cm man use parliamentari languag there digniti ur offic don't behav like rascal,HOF
1041,this critic welcom i sure hindu go charli hebdo offic kill peopl that big differ तुम्हार औक़ात नह #charliehebdo के ख़िलाफ़ बोल,HOF
2004,दिन देख बाक़ रह tv डिबेट गल शब्द प्रयोग जाएग बस माँ बहन गाल हाई बाक़ रह गय संस् नाल कीड़ा😂😂😂 tu nali ke sada hua kida h jo sambit ji ko bol rhi ho,HOF
3208,बि एम्बुलेंस चोर वाल भाजप चोर आजाद घूम है। चोर पर्दाफाश वाल पप्प यादव गिरफ्तार है। नीतीश सर शर्म करो। पप्प यादव तत् रिह करो। #releasepappuyadav ना रमज मेर ससुराल ईद आय 😣,NONE
2841,twitter new east india compani pretend defend us nativ elect govt sell us largest bidder it law it decid law follow defi amp law made in short twitter decid india ru hope deactiv account discov twitter upto whi join gang #koo instead,NONE
4153,india need vaccin haan posit ka vaccin lelijiyega,NONE
596,cow urin disgust camel urin wowww #pragyathakur kisn keh diya ke islam peshab pine ko kaha hai,NONE
1937,pleas identifi admonish bigot bigotri deserv love forgiv it deserv utmost honesti fearless if oppos bigot tomorrow becom cm put jail wors voic freedom mind don't kind evil siddharth wake hindus learn kind devil siddharth siddharth devil sit amer khan time abus modi india reject soha ali khan cheap charact 😏,HOF
1068,all muslim christian peopl make fun hinduism charli hebdo cartoon know offens peopl rais question god capabl make oxygen help human hindu like muslim ignor hindu god teach violenc forgiv and pleas give proof say islam religion violent im wait right,NONE
5018,disgust say least rahul gandhi want use opportun pandem destroy imag pm modi congress worker instruct call mutant strain modi strain no stone left unturn scar name india help foreign journalist फर्ज तुम्हार pm पा फर्ज हमेश कागज फर्ज #bjptoolkitexpos inc tum farzi tumhari amma bhi farzi aur batla hous par aasoon bhi farzi,HOF
2955,countri ban twitter china iran north korea turkmenistan modi ghulam bhakt want #bantwitterinindia amp make india join list whi declar india authoritarian regim drop facad democraci #istandwithtwitterind countri fund congress parti sign secret mou yes i vote bjp watch peopl blame congress everyth total worth,NONE
652,स्वामीनारायण संप्रदाय bap के अमेरिक बन मंदिर दल मज़दूर ग़ुलाम कर के केस जाँच fbi स्थाप भग नह यूप जन्म घनश्याम पांड थी। sc st obc संस्थ प्रमुख नह बन सकता। चंद श्रम दान हैं। हिन्द धर्म वास्तव ब्राह्मण धर्म धर्म ब्राह्मण के ब्राह्मण के ब्राह्मण धर्म प्रश्न उठ obc sc st शूद्र obc अछूत sc अमानव घिनौ ब्राह्मण धर्म के दुर्भाग्यपूर्ण बाइप्रोडक्ट कचर हिन्द नह जनेऊ अंग्रेज,HOF
4695,look insensit piec shit you talk sensit good joke,HOF
4600,look insensit piec shit बाब covid खतर infect nobrain #getwellsoonbabaramdev,HOF
